full_name;age;height_cm;weight_kgs;positions;nationality;potential;value_euro;finishing;short_passing;dribbling;freekick_accuracy;long_passing;ball_control;acceleration;sprint_speed;agility
Jonas Martin;28;182.88;69.9;CM,CAM;France;77;9000000.0;65;80;76;67;80;77;60;68;65
Will Hughes;23;185.42;73.9;CAM,RM,CM;England;83;12000000.0;67;79;78;60;73;80;67;59;71
柴崎 岳;26;175.26;62.1;CAM,ST,CDM;Japan;80;11000000.0;70;81;77;67;79;79;69;67;76
Donny van de Beek;21;182.88;73.9;CAM,CM;Netherlands;83;12500000.0;75;78;74;62;74;78;66;65;70
Nemanja Pejčinović;31;185.42;79.8;CB,RB;Serbia;77;6500000.0;30;67;45;31;61;63;43;62;58
Douglas Renato de Jesus;36;187.96;87.1;GK;Brazil;77;2100000.0;10;34;14;12;32;20;33;41;44
John Guidetti;26;185.42;78.9;ST;Sweden;80;11000000.0;76;75;76;80;53;77;65;65;64
Jean-Kévin Augustin;21;152.4;68.9;ST;France;85;13500000.0;83;68;80;38;48;81;85;88;79
Jordan Lukaku;24;152.4;86.2;LM,LB;Belgium;81;11500000.0;54;74;80;46;66;80;89;93;78
Víctor Laguardia Cisneros;29;185.42;74.8;CB;Spain;78;8000000.0;49;70;36;35;57;58;54;63;50
Nemanja Gudelj;27;187.96;73.0;CDM,CM;Serbia;79;9000000.0;58;78;64;79;76;75;61;65;62
Nicolai Jørgensen;28;190.5;83.0;ST;Denmark;77;9500000.0;79;72;74;62;63;77;75;73;65
Emmanuel Gigliotti;31;187.96;81.2;ST;Argentina;77;8000000.0;84;66;65;49;46;75;61;63;68
Marc Roca Junqué;22;182.88;73.9;CDM,CM;Spain;87;12500000.0;59;81;68;52;77;77;64;63;67
Marius Wolf;23;187.96;82.1;RM,CM,LM,RB;Germany;81;11500000.0;75;73;78;71;61;77;83;84;68
Fábio Alexandre da Silva Coentrão;30;152.4;66.2;RW,LB;Portugal;77;8500000.0;65;78;81;51;75;79;77;74;76
Maurício José da Silveira Júnior;30;154.94;78.0;CDM;Brazil;77;7000000.0;65;80;75;77;77;79;77;72;74
Carlos Alberto Tevez;35;170.18;79.8;CAM,ST;Argentina;77;4500000.0;77;79;78;68;65;76;73;70;76
Oriol Romeu Vidal;27;182.88;83.0;CDM,CM;Spain;79;9000000.0;25;80;59;53;71;72;53;48;54
Jordi Masip López;30;154.94;76.2;GK;Spain;77;6000000.0;12;42;17;20;38;25;57;64;70
Felipe Salvador Caicedo Corozo;30;182.88;82.1;ST;Ecuador;77;9000000.0;72;72;72;68;59;77;69;71;61
Gabriel Alejandro Paletta;33;190.5;79.8;CB;Italy;77;5000000.0;16;54;48;35;58;52;54;34;34
Patrick Cutrone;21;182.88;78.0;ST;Italy;89;16000000.0;80;70;74;42;34;76;75;77;69
Miguel Arturo Layún Prado;30;154.94;76.2;RB,LB,LM,RM;Mexico;77;6500000.0;67;76;75;74;74;76;76;76;72
Wendell Nascimento Borges;25;152.4;72.1;LB;Brazil;80;9500000.0;37;77;79;75;65;78;87;79;78
Davie Selke;24;193.04;82.1;ST;Germany;83;12500000.0;80;61;68;29;44;74;71;77;65
Okay Yokuşlu;24;190.5;86.2;CDM,CB;Turkey;83;10500000.0;65;77;74;65;72;77;72;74;62
Pierre-Emile Højbjerg;23;185.42;83.9;CM,CDM;Denmark;82;11500000.0;63;79;75;70;74;79;59;64;68
Divock Origi;23;185.42;74.8;ST,LW,RM;Belgium;82;12000000.0;75;74;76;40;59;74;76;79;72
Georgiy Dzhikiya;25;187.96;86.2;CB;Russia;83;10500000.0;43;65;69;68;67;55;91;75;55
Denis Lemi Zakaria Lako Lado;22;190.5;79.8;CM,CDM;Switzerland;85;13000000.0;60;80;74;46;79;79;74;86;68
Stefan Ristovski;27;154.94;72.1;RB,RW;FYR Macedonia;78;8500000.0;57;72;75;29;68;76;89;87;74
Leandro Chichizola;28;185.42;79.8;GK;Argentina;78;7000000.0;16;14;17;14;13;15;49;54;66
Alex McCarthy;29;193.04;78.9;GK;England;78;7000000.0;17;33;17;18;35;17;58;56;35
Alan Douglas Borges de Carvalho;29;182.88;74.8;ST,LW;Brazil;77;9000000.0;76;68;80;45;59;77;83;82;86
Raúl de Tomás Gómez;24;154.94;72.1;ST;Spain;84;12500000.0;81;68;69;73;52;72;66;73;72
Rafael de Souza Pereira;29;152.4;72.1;CM,CDM;Brazil;77;8500000.0;56;81;73;55;77;77;72;74;73
Glenn Murray;35;182.88;79.8;ST;England;77;4700000.0;83;69;65;33;55;74;34;34;52
Jesús Vallejo Lázaro;22;182.88;78.9;CB;Spain;84;11000000.0;44;76;56;31;73;67;69;75;69
Rodrigo Javier De Paul;24;152.4;69.9;LW,RW,CF;Argentina;83;12000000.0;68;78;83;68;72;81;78;74;78
Florent Mollet;27;170.18;67.1;CAM,CM;France;78;10500000.0;69;78;78;77;76;77;78;76;79
Moussa Dembélé;22;182.88;73.9;ST;France;83;12500000.0;76;70;75;35;48;79;79;84;77
Agustín Marchesín;30;187.96;84.8;GK;Argentina;77;5500000.0;14;37;24;15;34;20;49;52;68
Roberto Inglese;27;185.42;84.8;ST;Italy;77;9500000.0;78;65;68;36;35;76;51;69;54
Douglas Justino de Melo;24;175.26;69.9;LB;Brazil;81;9500000.0;49;69;75;69;64;77;78;81;79
Aleksandar Dragović;28;185.42;88.0;CB;Austria;77;7500000.0;41;67;62;61;62;66;65;67;68
Leonardo Spinazzola;25;185.42;74.8;LM,LB;Italy;80;11000000.0;60;74;81;41;70;80;77;83;74
Ermin Bičakčić;29;185.42;84.8;CB;Bosnia Herzegovina;77;7000000.0;24;63;35;28;59;58;53;61;54
Marcel Schmelzer;31;154.94;73.9;LB;Germany;77;6500000.0;37;74;63;67;63;69;74;78;65
Jonathan dos Santos Ramírez;28;172.72;73.0;CM,RM;Mexico;77;9000000.0;61;81;78;72;77;79;74;68;74
Vincenzo Grifo;25;154.94;76.2;LM;Italy;79;11000000.0;72;73;83;80;63;84;74;66;78
Viktor Vasin;30;193.04;83.0;CB;Russia;77;7000000.0;30;62;33;62;64;63;69;66;37
Erick Pulgar;25;185.42;83.0;CDM,CM;Chile;82;10000000.0;44;78;74;58;72;78;67;67;68
Estevão Daniel Formoso Serpa;27;152.4;72.1;ST,CF;Brazil;77;9500000.0;76;65;72;55;58;73;81;81;79
Sekou Junior Sanogo;29;182.88;81.2;CDM,CM;Ivory Coast;77;7000000.0;50;75;75;64;73;73;79;66;70
Chris Wood;27;187.96;92.1;ST;New Zealand;78;10500000.0;78;65;66;64;48;74;68;75;65
Fabian Lustenberger;30;154.94;69.9;CB,CDM;Switzerland;77;6500000.0;32;72;61;36;67;70;63;53;65
Guido Rodríguez;23;185.42;79.8;CDM,CM;Argentina;80;9500000.0;43;75;59;42;72;73;53;55;54
Lukas Klostermann;22;187.96;83.0;RB,LB;Germany;83;10000000.0;50;74;69;22;57;73;79;90;63
Pedro Henrique Pereira da Silva;26;190.5;88.0;CB;Brazil;82;10000000.0;35;67;54;35;40;62;48;53;42
Alejandro Donatti;32;193.04;86.2;CB;Argentina;77;6000000.0;53;70;50;76;68;62;49;54;52
Pablo Nascimento Castro;27;187.96;86.2;CB;Brazil;78;8500000.0;49;57;56;50;51;59;54;65;69
Admir Mehmedi;27;182.88;78.0;CAM,LM,RM,CF;Switzerland;78;10000000.0;74;76;78;62;61;77;74;72;77
Carlos Sánchez;33;182.88;82.1;CDM,CB;Colombia;77;5000000.0;48;78;70;58;76;74;69;66;64
Régis Gurtner;32;182.88;82.1;GK;France;77;5500000.0;9;29;10;10;30;28;41;49;32
João Alves de Assis Silva;31;187.96;78.0;ST;Brazil;77;8000000.0;78;67;73;66;56;76;66;71;68
Hernán Arsenio Pérez González;30;154.94;71.2;RM,LM;Paraguay;77;8500000.0;70;75;79;62;67;77;79;75;73
Javier Ignacio Aquino Carmona;29;167.64000000000001;62.1;LM;Mexico;77;9000000.0;64;75;80;63;68;77;91;88;91
James McCarthy;28;154.94;72.1;CDM,CM;Republic of Ireland;77;7500000.0;55;79;74;64;77;74;60;58;64
Giovanni Sio;29;154.94;79.8;ST;Ivory Coast;77;;77;73;76;69;67;76;78;85;79
Munir El Haddadi;23;175.26;68.9;ST,RW;Spain;83;12500000.0;78;77;81;67;58;80;78;80;78
Fernando Marçal de Oliveira;30;152.4;73.9;LB,CB;Brazil;77;6500000.0;57;74;74;55;69;76;79;77;75
Marc Albrighton;29;175.26;73.9;RM,LM;England;77;9000000.0;67;68;77;73;78;77;77;73;75
Dušan Basta;34;182.88;72.1;RB,RM;Serbia;77;3400000.0;58;76;74;66;74;77;74;75;70
Jaime Mata Arnaiz;30;187.96;78.0;ST;Spain;77;9000000.0;81;61;70;48;49;72;72;76;66
Ismaïla Sarr;21;185.42;76.2;LM,RM,ST;Senegal;88;15500000.0;73;69;81;55;59;77;94;93;79
Mauro Matías Zárate;31;175.26;77.1;ST,CF,CAM,LM;Argentina;77;8000000.0;79;73;86;82;58;84;80;75;88
Lorenzo Tonelli;29;182.88;78.0;CB;Italy;78;8000000.0;25;54;54;17;54;58;69;71;72
Andrea Poli;29;182.88;77.1;CM;Italy;77;9000000.0;54;80;79;68;74;80;73;75;75
Martín Montoya Torralbo;27;175.26;73.0;RB;Spain;78;8000000.0;50;73;70;55;69;74;79;79;78
Rubens Omar Óscar Sambueza;35;175.26;72.1;RM,LM;Argentina;77;4500000.0;70;79;77;77;78;82;69;70;69
Daler Kuzyaev;26;182.88;73.9;CM,CDM,RM;Russia;80;;64;82;78;61;75;79;78;81;80
Roberto Soriano;28;182.88;76.2;LM,CM,CAM;Italy;77;9500000.0;72;78;78;56;77;79;75;75;79
Armando Izzo;27;182.88;78.0;CB;Italy;82;10000000.0;19;61;60;26;59;65;69;69;65
Benjamin Bourigeaud;25;152.4;68.0;LM,RM,CM;France;80;11500000.0;70;79;75;78;75;77;73;69;70
Nacer Chadli;29;187.96;84.8;LM,RM,LW;Belgium;77;9000000.0;73;76;80;78;68;80;74;78;65
José Gustavo Sand;38;185.42;82.1;ST;Argentina;77;3200000.0;82;71;66;66;44;80;47;48;58
Soualiho Meïté;24;187.96;79.8;CM,CDM;France;80;11000000.0;48;80;77;54;78;79;69;69;67
Maximiliano Pereira;34;172.72;73.0;RB;Uruguay;77;2500000.0;57;75;74;50;70;75;69;69;70
Tomás Eduardo Rincón Hernández;31;152.4;76.2;CM,CDM;Venezuela;77;8000000.0;45;78;76;52;76;77;76;69;75
Filip Krovinović;23;152.4;69.9;CAM,CM;Croatia;83;12000000.0;64;80;79;55;78;81;68;69;76
Aleksey Miranchuk;23;182.88;73.9;CAM,ST;Russia;82;12000000.0;64;79;78;53;71;79;71;75;77
Ragnar Klavan;33;187.96;84.8;CB;Estonia;77;5000000.0;38;72;56;34;73;70;45;51;58
Timothy Chandler;28;182.88;82.1;RB,RWB,RM,LWB;United States;77;7000000.0;55;75;72;43;73;73;74;79;54
Denys Garmash;28;185.42;74.8;CM,CAM,LM;Ukraine;77;9000000.0;72;80;69;43;76;72;62;63;67
Papa Kouly Diop;32;152.4;77.1;CDM,CM;Senegal;77;5000000.0;57;74;63;69;73;76;50;54;64
Ramón Ábila;29;152.4;93.0;ST;Argentina;77;9000000.0;80;64;69;48;52;76;68;67;67
Andrija Živković;22;170.18;68.0;LW,CM;Serbia;84;12500000.0;65;80;82;70;73;81;83;80;85
Emanuele Giaccherini;33;167.64000000000001;59.9;LW,CM;Italy;77;5500000.0;66;78;81;72;70;80;78;67;85
Andrea Bertolacci;28;152.4;74.8;CM,CDM;Italy;77;9000000.0;62;80;79;64;76;79;69;73;77
Albin Ekdal;29;185.42;74.8;CM,CDM;Sweden;77;9000000.0;60;80;74;70;78;79;54;52;61
Klaas-Jan Huntelaar;35;185.42;83.0;ST;Netherlands;77;4700000.0;80;68;62;66;44;69;50;57;58
Adrián Ricardo Centurión;26;175.26;73.9;LM,RM,CAM;Argentina;78;10500000.0;72;68;83;73;66;77;91;89;89
Damián Nicolás Suárez Suárez;30;172.72;68.0;RB;Uruguay;77;6500000.0;59;76;62;70;72;69;77;80;79
Víctor Sánchez Mata;31;175.26;72.1;CDM,CM,RB,RM;Spain;77;6500000.0;57;79;67;69;77;78;58;61;72
Luís Carlos Novo Neto;30;187.96;71.2;CB;Portugal;77;;33;72;49;43;77;48;57;59;69
Santiago Lionel Ascacíbar;22;167.64000000000001;69.9;CDM;Argentina;84;11000000.0;39;71;65;41;67;66;75;65;78
Jorge Luís Valdivia Toro;35;172.72;71.2;CAM;Chile;77;4500000.0;62;86;76;67;71;78;67;69;77
Anaitz Arbilla Zabala;31;152.4;76.2;CB,RB,LB;Spain;77;6000000.0;40;72;63;82;75;76;55;70;60
Stephan Lichtsteiner;35;182.88;76.2;RB,CB,RWB;Switzerland;77;2500000.0;45;77;74;66;70;76;63;67;73
Juan Guilherme Nunes Jesus;27;185.42;83.0;CB,LB;Brazil;77;7500000.0;20;58;60;36;56;55;76;78;68
Angelo Obinze Ogbonna;30;190.5;86.2;CB;Italy;77;6500000.0;25;68;61;36;67;59;59;64;57
Vladimír Darida;28;170.18;64.0;CM,CAM,CDM;Czech Republic;77;9000000.0;68;78;75;69;75;78;70;65;82
Marvin Plattenhardt;27;154.94;76.2;LB,LM;Germany;78;8500000.0;43;78;75;89;69;78;74;74;68
Pascal Groß;27;154.94;78.0;CAM,CM;Germany;78;10000000.0;72;80;75;77;81;77;60;60;66
Oscar Wendt;33;154.94;82.1;LB,LM;Sweden;77;4900000.0;58;78;75;60;74;78;75;76;73
Jonatan Soriano Casas;33;154.94;72.1;ST,CF;Spain;77;7000000.0;83;79;80;83;69;78;67;53;79
Remo Freuler;26;154.94;77.1;CM;Switzerland;78;10500000.0;65;78;75;70;76;77;69;69;71
Gérson Adriano Gutierres Serra;31;185.42;73.0;LB,LM;Brazil;77;6500000.0;54;77;71;77;67;72;81;82;67
Pablo Pérez;33;175.26;79.8;CM;Argentina;77;6500000.0;61;78;72;72;76;79;69;69;72
Lewis Cook;22;175.26;71.2;CM;England;84;12500000.0;57;79;78;65;80;80;74;68;75
Mario Hermoso Canseco;23;182.88;73.9;CB,LB;Spain;85;11500000.0;29;70;61;55;73;72;78;88;78
Garry Mendes Rodrigues;28;172.72;69.9;LM,RM,LW;Cape Verde;77;9500000.0;71;72;77;61;68;75;89;90;91
Bruno González Cabrera;28;185.42;86.2;CB;Spain;78;8000000.0;23;73;34;31;68;68;32;35;31
Daniel Nii Tackie Mensah Welbeck;28;185.42;73.0;LW,ST,LM;England;77;9500000.0;75;75;78;62;64;78;76;83;76
Emre Akbaba;26;154.94;73.0;CAM,CM,CDM;Turkey;80;11000000.0;70;76;76;74;77;77;73;77;76
Javier Fuego Martínez;35;182.88;73.9;CDM,CM;Spain;77;2700000.0;54;77;62;62;71;70;53;42;64
Gustavo Leonardo Bou;29;152.4;79.8;ST;Argentina;77;9000000.0;77;71;77;71;61;77;78;78;74
Matt Ritchie;29;172.72;76.2;RM,LWB;Scotland;77;9000000.0;72;75;77;66;72;76;75;73;71
Manolo Gabbiadini;27;154.94;74.8;ST;Italy;78;10500000.0;79;72;77;77;64;79;67;70;70
Mehdi Carcela-González;29;175.26;67.1;CAM,RM,LM;Morocco;77;8500000.0;72;72;84;71;69;81;90;80;89
Karim El Ahmadi Al Aroos;34;154.94;71.2;CDM,CM;Morocco;77;3600000.0;54;79;73;50;79;76;65;63;74
James Maddison;22;175.26;73.0;CAM,LM;England;85;13000000.0;69;78;77;79;73;82;77;74;85
Frank Yusty Fabra Palacios;28;172.72;72.1;LB;Colombia;77;7500000.0;50;73;78;34;57;76;86;88;85
Nahuel Ignacio Guzmán;33;193.04;93.9;GK;Argentina;77;5000000.0;10;40;21;22;46;25;51;52;70
Vadis Odjidja-Ofoe;30;182.88;78.9;CM,CDM,CAM;Belgium;77;8500000.0;69;81;74;70;78;78;58;63;53
Marcus Wendel Valle da Silva;21;154.94;66.2;CM;Brazil;86;13500000.0;64;78;80;64;75;78;76;80;78
Tobias Strobl;28;187.96;77.1;CDM,CB;Germany;78;8000000.0;30;74;59;45;79;58;51;55;48
Clément Grenier;28;185.42;72.1;CM,CDM,CAM;France;77;9000000.0;72;79;75;82;80;81;55;58;62
Serhiy Sydorchuk;27;187.96;79.8;CM,CDM,CAM;Ukraine;78;10000000.0;63;79;70;49;75;77;68;65;57
Jorrit Hendrix;24;154.94;74.8;CDM,CM;Netherlands;82;10000000.0;54;76;70;45;83;75;72;69;73
Javier Horacio Pinola;36;154.94;78.9;CB;Argentina;77;2100000.0;38;76;65;55;68;67;68;70;65
Marvelous Nakamba;25;175.26;78.9;CDM,CM;Zimbabwe;81;10000000.0;36;73;71;37;73;71;78;75;78
Jean-Eric Maxim Choupo-Moting;29;190.5;91.2;ST,LW;Cameroon;77;9000000.0;75;74;83;44;70;78;76;78;76
Eljero Elia;32;175.26;77.1;LM,LW;Netherlands;77;8000000.0;64;74;87;40;61;82;93;90;90
Sergio García de la Fuente;35;175.26;72.1;ST,LM,LW,RW;Spain;77;4099999.9999999995;77;76;82;64;72;78;68;69;66
Guillaume Hoarau;35;193.04;84.8;ST;France;77;4700000.0;83;75;68;54;63;72;45;51;68
Marek Suchý;30;182.88;83.9;CB;Czech Republic;77;6500000.0;48;72;60;39;70;65;63;67;65
Mathieu Dossevi;31;172.72;64.9;RM,RW;Togo;77;8500000.0;62;78;78;71;70;77;80;80;76
Ruud Vormer;30;152.4;78.9;CM,RM,CF;Netherlands;78;9500000.0;71;81;67;79;77;72;67;60;64
Jonjo Shelvey;27;182.88;79.8;CM,CDM;England;79;12000000.0;67;84;74;73;85;76;63;63;62
Gervais Lombe Yao Kouassi;31;152.4;66.2;LW,RW,ST;Ivory Coast;78;9000000.0;72;73;80;43;67;78;91;90;88
Guilherme Alvim Marinato;33;195.57999999999998;94.8;GK;Russia;78;6000000.0;11;39;16;12;33;21;37;40;54
James Tomkins;29;193.04;73.9;CB;England;79;9000000.0;29;70;50;31;60;59;41;49;47
Ryan Bertrand;29;152.4;84.8;LB,LWB;England;78;8000000.0;50;76;77;66;70;78;77;76;73
David Ángel Abraham;32;187.96;83.9;CB;Argentina;78;7000000.0;46;73;44;67;75;59;76;79;61
Daniel Filipe Martins Carriço;30;154.94;79.8;CB,CDM;Portugal;78;8000000.0;48;74;58;54;75;64;47;54;60
Nicolas Pallois;31;187.96;88.9;CB;France;78;7500000.0;42;68;55;41;68;60;49;62;54
Cenk Tosun;27;182.88;78.0;ST;Turkey;79;12000000.0;78;70;75;73;60;77;71;74;73
Martín Cáceres;31;154.94;78.0;CB,RB;Uruguay;78;7000000.0;37;67;60;41;65;66;76;78;79
Darijo Srna;36;152.4;78.0;RB;Croatia;78;1200000.0;69;85;72;83;87;83;69;76;71
Francisco Javier  García Fernández;32;185.42;82.1;CDM,CM,CB;Spain;78;7000000.0;59;82;66;44;76;75;62;62;62
Jose Holebas;34;185.42;81.2;LB,LWB;Greece;78;2900000.0;57;76;73;71;69;77;74;76;71
Artem Dzyuba;30;195.57999999999998;91.2;ST;Russia;78;;79;71;71;60;55;77;66;65;50
本田 圭佑;32;182.88;73.9;RM,CAM;Japan;78;8000000.0;65;80;82;86;80;84;76;76;75
Claudio Andrés Bravo Muñoz;35;182.88;79.8;GK;Chile;78;2400000.0;13;56;22;38;54;32;58;54;63
Rafael Tolói;28;185.42;74.8;CB;Brazil;80;10000000.0;28;66;58;70;68;66;66;68;63
Morgan Schneiderlin;29;185.42;74.8;CDM,CM;France;78;8500000.0;58;78;68;63;74;79;58;58;65
Max-Alain Gradel;31;152.4;69.9;LW,LM;Ivory Coast;78;10000000.0;78;74;82;73;67;81;85;84;83
Sergi Gómez Solà;26;185.42;77.1;CB;Spain;83;11500000.0;35;80;56;46;77;75;49;48;52
Jaume Vicent Costa Jordá;30;170.18;62.1;LB;Spain;78;7500000.0;53;79;69;59;65;78;79;79;76
Pedro Pablo Hernández;32;185.42;81.2;CM,CAM,CDM;Chile;78;9000000.0;66;79;80;69;77;79;69;67;70
Robin van Persie;35;187.96;71.2;ST,CAM;Netherlands;78;5500000.0;79;76;80;81;72;86;59;50;73
Kevin Mirallas;31;182.88;72.1;LM,LW,ST;Belgium;78;10000000.0;71;80;81;76;75;82;79;79;81
Sérgio Miguel Relvas de Oliveira;26;154.94;78.0;CM,CDM;Portugal;81;12500000.0;67;81;77;80;79;80;62;56;66
Aaron Mooy;28;172.72;72.1;CM,CDM;Australia;78;10500000.0;69;82;74;72;80;79;64;60;69
Daniel Baier;34;175.26;78.0;CDM;Germany;78;3100000.0;52;81;74;70;81;78;53;43;71
Davy Pröpper;27;185.42;78.9;CM;Netherlands;79;12000000.0;62;78;74;71;73;82;67;63;70
Terence Kongolo;25;187.96;69.9;CB,LB;Netherlands;83;12000000.0;27;72;67;44;65;72;72;74;71
Jamaal Lascelles;25;187.96;88.9;CB;England;83;12000000.0;23;65;50;16;57;65;60;63;67
Tonny Emilio Trindade de Vilhena;24;175.26;71.2;CM;Netherlands;81;13000000.0;70;78;77;69;77;80;77;73;76
Adrien Trebel;28;175.26;73.9;CM;France;79;11500000.0;59;77;75;75;79;77;79;75;77
Konstantinos Fortounis;26;154.94;76.2;CAM,LM;Greece;80;12500000.0;72;77;82;80;74;80;75;78;80
Kenny Lala;27;152.4;78.0;RWB,RB;France;79;10000000.0;46;75;79;73;75;78;78;80;67
Baptiste Reynet;28;185.42;84.8;GK;France;80;8500000.0;17;33;11;14;32;21;45;45;43
Santiago Damián García Correa;28;154.94;79.8;ST;Uruguay;78;11000000.0;82;61;71;75;54;76;67;66;68
Raúl Alonso Jiménez Rodríguez;27;190.5;81.2;ST;Mexico;79;12000000.0;76;71;75;45;67;74;69;76;73
Juan Bernat Velasco;26;170.18;67.1;LB,LM;Spain;81;10500000.0;60;82;84;51;70;84;81;80;86
Fayçal Fajr;30;152.4;71.2;CM,CDM,RM,LM;Morocco;78;10000000.0;72;80;76;77;81;79;67;61;74
Lucas Castro;29;182.88;78.0;CM,RM;Argentina;78;10000000.0;58;80;80;68;76;82;78;75;78
Alessio Cragno;24;182.88;78.0;GK;Italy;84;10500000.0;12;26;13;12;25;21;41;37;37
Leonardo Pavoletti;30;187.96;84.8;ST;Italy;78;10500000.0;81;64;66;28;36;74;66;63;65
Vlad Chiricheş;29;182.88;74.8;CB;Romania;78;8500000.0;56;68;59;25;70;66;66;67;57
Mattia De Sciglio;26;182.88;78.0;RB,LB;Italy;79;10000000.0;33;74;74;39;68;75;75;79;79
Denis Cheryshev;28;152.4;73.9;LM,LW;Russia;78;11000000.0;78;72;80;61;71;76;78;79;77
Maximilian Arnold;24;182.88;73.9;CM,CDM,CAM;Germany;83;13500000.0;77;79;78;75;78;79;66;64;71
Leandro Trossard;24;172.72;67.1;LW;Belgium;82;13500000.0;80;75;83;69;68;78;90;76;92
Robin Olsen;29;195.57999999999998;86.2;GK;Sweden;78;7500000.0;11;32;11;16;37;18;31;40;32
Ryan Fraser;25;162.56;69.9;LM,LW;Scotland;81;13000000.0;70;76;81;67;65;76;90;87;94
Bertrand Traoré;23;154.94;73.0;ST,RW,RM;Burkina Faso;83;14000000.0;75;75;83;74;69;87;85;89;88
Matheus Lima Magalhães;26;187.96;76.2;GK;Brazil;82;9500000.0;12;27;12;12;36;22;44;47;45
Gabriel Appelt Pires;25;187.96;82.1;CM,CDM;Brazil;82;13500000.0;68;77;81;73;78;82;67;51;65
Bryan Cristante;24;185.42;79.8;CM,CDM,CAM;Italy;84;14000000.0;68;81;76;62;78;80;63;60;64
酒井 宏樹;28;182.88;69.9;RB,LB;Japan;78;8000000.0;33;70;60;55;64;69;78;78;71
Filip Kostić;26;182.88;82.1;LM,LWB;Serbia;79;12500000.0;64;69;83;75;59;80;89;84;77
Omar Mascarell González;26;154.94;76.2;CDM,CM;Spain;80;10500000.0;53;82;75;68;83;80;65;64;76
Gaëtan  Laborde;24;154.94;78.0;ST;France;83;14000000.0;79;74;73;52;59;74;69;74;73
Marcel Halstenberg;27;187.96;82.1;LB;Germany;79;10000000.0;57;76;69;74;62;74;66;69;65
Domenico Berardi;24;182.88;72.1;RW,ST;Italy;83;14000000.0;74;75;80;73;75;85;79;79;87
Rubén Peña Jiménez;27;170.18;64.9;RB,RM;Spain;79;10000000.0;71;77;81;56;66;81;83;88;83
Armindo Tué Na Bangna;24;172.72;69.9;CAM,LM;Portugal;82;13500000.0;71;75;87;70;60;83;94;89;93
Pere Pons Riera;26;152.4;69.9;CM,CDM;Spain;81;13000000.0;65;82;75;62;80;79;68;67;71
Odisseas Vlachodimos;24;187.96;77.1;GK;Greece;85;10500000.0;12;27;13;13;24;23;42;44;60
Max  Meyer;23;172.72;68.0;CM,LM;Germany;82;13500000.0;63;84;83;69;75;82;76;60;89
Roberto Gagliardini;24;190.5;77.1;CDM,CM;Italy;82;11500000.0;54;78;75;38;75;77;68;68;64
Pione Sisto Ifolo Emirmija;24;172.72;68.9;LW,LM;Denmark;84;14000000.0;76;70;86;75;65;80;85;84;82
Ricardo Sousa Esgaio;25;172.72;68.0;RM,RB;Portugal;80;12500000.0;65;78;79;51;67;80;75;74;82
Mario Lemina;25;182.88;84.8;CM,CDM;Gabon;83;13500000.0;57;82;81;68;77;82;76;77;71
Wylan Cyprien;24;154.94;74.8;CM,CDM;France;83;13500000.0;75;78;78;83;75;79;76;77;80
Niklas Stark;23;190.5;81.2;CB,CDM;Germany;84;12000000.0;50;76;65;35;67;70;74;79;63
Nabil Bentaleb;24;187.96;78.0;CM,CDM;Algeria;83;13500000.0;62;80;82;62;76;81;66;64;75
Diego Laxalt;26;152.4;68.0;LM;Uruguay;79;12500000.0;60;78;77;60;74;78;86;90;85
Bartolomeu Jacinto Quissanga;27;154.94;77.1;CB;Angola;79;10000000.0;30;70;55;28;65;62;73;77;62
Maximiliano Eduardo Meza;26;154.94;76.2;CAM,LM,RM;Argentina;79;12500000.0;73;76;86;76;68;79;80;82;87
Giovanni Pablo Simeone;23;154.94;81.2;ST;Argentina;85;15000000.0;79;68;76;60;55;76;79;78;76
Djené Dakonam Ortega;27;175.26;71.2;CB;Togo;81;11000000.0;29;72;50;48;54;68;78;75;76
Rodrigo Andrés Battaglia;27;187.96;78.9;CM,CDM;Argentina;79;12000000.0;61;78;74;59;75;76;65;68;60
Antonio Sanabria;23;154.94;73.9;ST;Paraguay;85;15000000.0;78;75;78;64;63;79;77;78;76
Jason Denayer;23;182.88;79.8;CB;Belgium;85;12500000.0;42;73;67;29;68;70;71;75;66
Yerry Mina;24;195.57999999999998;93.9;CB;Colombia;85;12500000.0;51;73;60;30;52;53;45;62;53
Nico Elvedi;22;187.96;78.0;CB,RB,LB;Switzerland;84;12000000.0;30;73;69;29;55;72;73;77;66
Petros Matheus dos Santos Araujo;29;154.94;77.1;CM,CDM;Brazil;78;10000000.0;61;80;76;46;78;79;72;73;70
Ruben Aguilar;25;172.72;71.2;RWB,RB;France;82;11000000.0;49;71;76;33;68;75;85;82;79
Omar Al Soma;29;190.5;86.2;ST;Syria;78;10500000.0;80;69;71;74;64;76;73;71;69
Àlex Granell Nogué;30;175.26;69.9;CM;Spain;78;10000000.0;74;83;73;76;79;75;65;60;71
Wout Weghorst;26;198.12;83.9;ST;Netherlands;80;13000000.0;81;70;64;37;48;76;53;69;64
Adam Marušić;26;185.42;84.8;RM;Montenegro;78;11500000.0;66;75;78;48;68;77;86;89;66
Borja Iglesias Quintas;26;187.96;86.2;ST;Spain;81;13000000.0;81;68;73;36;64;75;68;70;61
Nicolò Barella;22;172.72;68.0;CM;Italy;88;16500000.0;63;81;80;67;78;79;79;77;76
Joan Jordán Moreno;24;182.88;73.9;CM,CDM,CAM;Spain;83;13500000.0;75;79;78;75;78;79;65;68;65
